RobTop — модуль «Найти предмет»: пул описаний
Всего: 10000 | easy:49 medium:982 hard:4000 impossible:4969
Формат: СЛОЖНОСТЬ | EN  ||  RU  ||  LV  ||  DE
HARD        | Find something purple, curved and soft  ||  Найди что-нибудь фиолетовое, изогнутое и мягкое  ||  Atrodi kaut ko violetu, izliektu un mīkstu  ||  Finde etwas Lila, Gebogenes und Weiches
HARD        | Find something long, tiny and heavy  ||  Найди что-нибудь длинное, крошечное и тяжёлое  ||  Atrodi kaut ko garu, sīku un smagu  ||  Finde etwas Langes, Winziges und Schweres
HARD        | Find something red, pointy and big  ||  Найди что-нибудь красное, острое и большое  ||  Atrodi kaut ko sarkanu, asu un lielu  ||  Finde etwas Rotes, Spitzes und Grosses
HARD        | Find something pink, oval and sticky  ||  Найди что-нибудь розовое, овальное и липкое  ||  Atrodi kaut ko rozā, ovālu un lipīgu  ||  Finde etwas Rosa, Ovales und Klebriges
HARD        | Find something golden, huge and smooth  ||  Найди что-нибудь золотое, огромное и гладкое  ||  Atrodi kaut ko zeltainu, milzīgu un gludu  ||  Finde etwas Goldenes, Riesiges und Glattes
HARD        | Find something silver, wide and wet  ||  Найди что-нибудь серебряное, широкое и мокрое  ||  Atrodi kaut ko sudrabainu, platu un slapju  ||  Finde etwas Silbernes, Breites und Nasses
HARD        | Find something brown, hard and matte  ||  Найди что-нибудь коричневое, твёрдое и матовое  ||  Atrodi kaut ko brūnu, cietu un matētu  ||  Finde etwas Braunes, Hartes und Mattes
HARD        | Find something square, tiny and wet  ||  Найди что-нибудь квадратное, крошечное и мокрое  ||  Atrodi kaut ko kvadrātisku, sīku un slapju  ||  Finde etwas Quadratisches, Winziges und Nasses
HARD        | Find something orange, narrow and wet  ||  Найди что-нибудь оранжевое, узкое и мокрое  ||  Atrodi kaut ko oranžu, šauru un slapju  ||  Finde etwas Oranges, Schmales und Nasses
HARD        | Find something huge, rough and cold  ||  Найди что-нибудь огромное, шершавое и холодное  ||  Atrodi kaut ko milzīgu, raupju un aukstu  ||  Finde etwas Riesiges, Raues und Kaltes
HARD        | Find something round, huge and wet  ||  Найди что-нибудь круглое, огромное и мокрое  ||  Atrodi kaut ko apaļu, milzīgu un slapju  ||  Finde etwas Rundes, Riesiges und Nasses
HARD        | Find something sparkly, warm and striped  ||  Найди что-нибудь сверкающее, тёплое и полосатое  ||  Atrodi kaut ko mirdzošu, siltu un svītrainu  ||  Finde etwas Funkelndes, Warmes und Gestreiftes
HARD        | Find something oval, dry and transparent  ||  Найди что-нибудь овальное, сухое и прозрачное  ||  Atrodi kaut ko ovālu, sausu un caurspīdīgu  ||  Finde etwas Ovales, Trockenes und Durchsichtiges
HARD        | Find something light blue, round and plain  ||  Найди что-нибудь голубое, круглое и однотонное  ||  Atrodi kaut ko gaišzilu, apaļu un vienkrāsainu  ||  Finde etwas Hellblaues, Rundes und Einfarbiges
HARD        | Find something soft, matte and striped  ||  Найди что-нибудь мягкое, матовое и полосатое  ||  Atrodi kaut ko mīkstu, matētu un svītrainu  ||  Finde etwas Weiches, Mattes und Gestreiftes
HARD        | Find something brown, long and smooth  ||  Найди что-нибудь коричневое, длинное и гладкое  ||  Atrodi kaut ko brūnu, garu un gludu  ||  Finde etwas Braunes, Langes und Glattes
HARD        | Find something red, oval and rough  ||  Найди что-нибудь красное, овальное и шершавое  ||  Atrodi kaut ko sarkanu, ovālu un raupju  ||  Finde etwas Rotes, Ovales und Raues
HARD        | Find something light blue, thin and small  ||  Найди что-нибудь голубое, тонкое и маленькое  ||  Atrodi kaut ko gaišzilu, plānu un mazu  ||  Finde etwas Hellblaues, Duennes und Kleines
HARD        | Find something white, flat and spotted  ||  Найди что-нибудь белое, плоское и пятнистое  ||  Atrodi kaut ko baltu, plakanu un raibu  ||  Finde etwas Weisses, Flaches und Gepunktetes
HARD        | Find something square, rough and heavy  ||  Найди что-нибудь квадратное, шершавое и тяжёлое  ||  Atrodi kaut ko kvadrātisku, raupju un smagu  ||  Finde etwas Quadratisches, Raues und Schweres
HARD        | Find something yellow, round and heavy  ||  Найди что-нибудь жёлтое, круглое и тяжёлое  ||  Atrodi kaut ko dzeltenu, apaļu un smagu  ||  Finde etwas Gelbes, Rundes und Schweres
HARD        | Find something huge, shiny and plain  ||  Найди что-нибудь огромное, блестящее и однотонное  ||  Atrodi kaut ko milzīgu, spīdīgu un vienkrāsainu  ||  Finde etwas Riesiges, Glaenzendes und Einfarbiges
HARD        | Find something yellow, curved and huge  ||  Найди что-нибудь жёлтое, изогнутое и огромное  ||  Atrodi kaut ko dzeltenu, izliektu un milzīgu  ||  Finde etwas Gelbes, Gebogenes und Riesiges
HARD        | Find something blue, narrow and heavy  ||  Найди что-нибудь синее, узкое и тяжёлое  ||  Atrodi kaut ko zilu, šauru un smagu  ||  Finde etwas Blaues, Schmales und Schweres
HARD        | Find something big, smooth and light  ||  Найди что-нибудь большое, гладкое и лёгкое  ||  Atrodi kaut ko lielu, gludu un vieglu  ||  Finde etwas Grosses, Glattes und Leichtes
HARD        | Find something silver, thick and sparkly  ||  Найди что-нибудь серебряное, толстое и сверкающее  ||  Atrodi kaut ko sudrabainu, biezu un mirdzošu  ||  Finde etwas Silbernes, Dickes und Funkelndes
HARD        | Find something green, curved and transparent  ||  Найди что-нибудь зелёное, изогнутое и прозрачное  ||  Atrodi kaut ko zaļu, izliektu un caurspīdīgu  ||  Finde etwas Gruenes, Gebogenes und Durchsichtiges
HARD        | Find something red, hard and plain  ||  Найди что-нибудь красное, твёрдое и однотонное  ||  Atrodi kaut ko sarkanu, cietu un vienkrāsainu  ||  Finde etwas Rotes, Hartes und Einfarbiges
HARD        | Find something big, transparent and light  ||  Найди что-нибудь большое, прозрачное и лёгкое  ||  Atrodi kaut ko lielu, caurspīdīgu un vieglu  ||  Finde etwas Grosses, Durchsichtiges und Leichtes
HARD        | Find something black, thin and matte  ||  Найди что-нибудь чёрное, тонкое и матовое  ||  Atrodi kaut ko melnu, plānu un matētu  ||  Finde etwas Schwarzes, Duennes und Mattes
HARD        | Find something sparkly, light and striped  ||  Найди что-нибудь сверкающее, лёгкое и полосатое  ||  Atrodi kaut ko mirdzošu, vieglu un svītrainu  ||  Finde etwas Funkelndes, Leichtes und Gestreiftes
HARD        | Find something thick, matte and striped  ||  Найди что-нибудь толстое, матовое и полосатое  ||  Atrodi kaut ko biezu, matētu un svītrainu  ||  Finde etwas Dickes, Mattes und Gestreiftes
HARD        | Find something silver, light and striped  ||  Найди что-нибудь серебряное, лёгкое и полосатое  ||  Atrodi kaut ko sudrabainu, vieglu un svītrainu  ||  Finde etwas Silbernes, Leichtes und Gestreiftes
HARD        | Find something blue, dry and shiny  ||  Найди что-нибудь синее, сухое и блестящее  ||  Atrodi kaut ko zilu, sausu un spīdīgu  ||  Finde etwas Blaues, Trockenes und Glaenzendes
HARD        | Find something green, rough and light  ||  Найди что-нибудь зелёное, шершавое и лёгкое  ||  Atrodi kaut ko zaļu, raupju un vieglu  ||  Finde etwas Gruenes, Raues und Leichtes
HARD        | Find something light blue, thin and huge  ||  Найди что-нибудь голубое, тонкое и огромное  ||  Atrodi kaut ko gaišzilu, plānu un milzīgu  ||  Finde etwas Hellblaues, Duennes und Riesiges
HARD        | Find something grey, wide and cold  ||  Найди что-нибудь серое, широкое и холодное  ||  Atrodi kaut ko pelēku, platu un aukstu  ||  Finde etwas Graues, Breites und Kaltes
HARD        | Find something long, big and rough  ||  Найди что-нибудь длинное, большое и шершавое  ||  Atrodi kaut ko garu, lielu un raupju  ||  Finde etwas Langes, Grosses und Raues
HARD        | Find something red, square and matte  ||  Найди что-нибудь красное, квадратное и матовое  ||  Atrodi kaut ko sarkanu, kvadrātisku un matētu  ||  Finde etwas Rotes, Quadratisches und Mattes
HARD        | Find something golden, dry and light  ||  Найди что-нибудь золотое, сухое и лёгкое  ||  Atrodi kaut ko zeltainu, sausu un vieglu  ||  Finde etwas Goldenes, Trockenes und Leichtes
HARD        | Find something curved, fluffy and matte  ||  Найди что-нибудь изогнутое, пушистое и матовое  ||  Atrodi kaut ko izliektu, pūkainu un matētu  ||  Finde etwas Gebogenes, Flauschiges und Mattes
HARD        | Find something white, long and wide  ||  Найди что-нибудь белое, длинное и широкое  ||  Atrodi kaut ko baltu, garu un platu  ||  Finde etwas Weisses, Langes und Breites
HARD        | Find something green, square and big  ||  Найди что-нибудь зелёное, квадратное и большое  ||  Atrodi kaut ko zaļu, kvadrātisku un lielu  ||  Finde etwas Gruenes, Quadratisches und Grosses
HARD        | Find something light blue, thin and big  ||  Найди что-нибудь голубое, тонкое и большое  ||  Atrodi kaut ko gaišzilu, plānu un lielu  ||  Finde etwas Hellblaues, Duennes und Grosses
HARD        | Find something thick, big and dry  ||  Найди что-нибудь толстое, большое и сухое  ||  Atrodi kaut ko biezu, lielu un sausu  ||  Finde etwas Dickes, Grosses und Trockenes
HARD        | Find something golden, fluffy and spotted  ||  Найди что-нибудь золотое, пушистое и пятнистое  ||  Atrodi kaut ko zeltainu, pūkainu un raibu  ||  Finde etwas Goldenes, Flauschiges und Gepunktetes
HARD        | Find something pink, long and hard  ||  Найди что-нибудь розовое, длинное и твёрдое  ||  Atrodi kaut ko rozā, garu un cietu  ||  Finde etwas Rosa, Langes und Hartes
HARD        | Find something long, tiny and transparent  ||  Найди что-нибудь длинное, крошечное и прозрачное  ||  Atrodi kaut ko garu, sīku un caurspīdīgu  ||  Finde etwas Langes, Winziges und Durchsichtiges
HARD        | Find something purple, huge and light  ||  Найди что-нибудь фиолетовое, огромное и лёгкое  ||  Atrodi kaut ko violetu, milzīgu un vieglu  ||  Finde etwas Lila, Riesiges und Leichtes
HARD        | Find something golden, rough and sparkly  ||  Найди что-нибудь золотое, шершавое и сверкающее  ||  Atrodi kaut ko zeltainu, raupju un mirdzošu  ||  Finde etwas Goldenes, Raues und Funkelndes
